Service_Line,Passengers,Day_and_Time,Day_of_the_week
Line 1,0,2023-11-05 23:00:00,Sunday
Line 2,0,2023-11-05 23:00:00,Sunday
Line A,0,2023-11-05 23:00:00,Sunday
Line B,0,2023-11-05 23:00:00,Sunday
Line H,0,2023-11-05 23:00:00,Sunday
Line L,0,2023-11-05 23:00:00,Sunday
Line M,0,2023-11-05 23:00:00,Sunday
Line O,0,2023-11-05 23:00:00,Sunday
Line P,0,2023-11-05 23:00:00,Sunday
Line T,0,2023-11-05 23:00:00,Sunday
Line 1,0,2023-11-06 23:00:00,Monday
Line 2,0,2023-11-06 23:00:00,Monday
Line A,0,2023-11-06 23:00:00,Monday
Line B,0,2023-11-06 23:00:00,Monday
Line H,0,2023-11-06 23:00:00,Monday
Line J,0,2023-11-06 23:00:00,Monday
Line L,0,2023-11-06 23:00:00,Monday
Line M,0,2023-11-06 23:00:00,Monday
Line O,0,2023-11-06 23:00:00,Monday
Line P,0,2023-11-06 23:00:00,Monday
Line T,0,2023-11-06 23:00:00,Monday
Line 1,0,2023-11-07 23:00:00,Tuesday
Line 2,0,2023-11-07 23:00:00,Tuesday
Line A,0,2023-11-07 23:00:00,Tuesday
Line B,0,2023-11-07 23:00:00,Tuesday
Line H,0,2023-11-07 23:00:00,Tuesday
Line J,0,2023-11-07 23:00:00,Tuesday
Line M,0,2023-11-07 23:00:00,Tuesday
Line O,0,2023-11-07 23:00:00,Tuesday
Line P,0,2023-11-07 23:00:00,Tuesday
Line T,0,2023-11-07 23:00:00,Tuesday
Line 1,0,2023-11-08 23:00:00,Wednesday
Line 2,0,2023-11-08 23:00:00,Wednesday
Line A,0,2023-11-08 23:00:00,Wednesday
Line B,0,2023-11-08 23:00:00,Wednesday
Line H,0,2023-11-08 23:00:00,Wednesday
Line J,0,2023-11-08 23:00:00,Wednesday
Line L,0,2023-11-08 23:00:00,Wednesday
Line M,0,2023-11-08 23:00:00,Wednesday
Line O,0,2023-11-08 23:00:00,Wednesday
Line P,0,2023-11-08 23:00:00,Wednesday
Line T,0,2023-11-08 23:00:00,Wednesday
Line 1,0,2023-11-09 23:00:00,Thursday
Line 2,0,2023-11-09 23:00:00,Thursday
Line A,0,2023-11-09 23:00:00,Thursday
Line B,0,2023-11-09 23:00:00,Thursday
Line H,0,2023-11-09 23:00:00,Thursday
Line J,0,2023-11-09 23:00:00,Thursday
Line L,0,2023-11-09 23:00:00,Thursday
Line M,0,2023-11-09 23:00:00,Thursday
Line O,0,2023-11-09 23:00:00,Thursday
Line P,0,2023-11-09 23:00:00,Thursday
Line T,0,2023-11-09 23:00:00,Thursday
Line 1,0,2023-11-10 23:00:00,Friday
Line 2,0,2023-11-10 23:00:00,Friday
Line A,0,2023-11-10 23:00:00,Friday
Line B,0,2023-11-10 23:00:00,Friday
Line H,0,2023-11-10 23:00:00,Friday
Line J,0,2023-11-10 23:00:00,Friday
Line L,0,2023-11-10 23:00:00,Friday
Line M,0,2023-11-10 23:00:00,Friday
Line O,0,2023-11-10 23:00:00,Friday
Line P,0,2023-11-10 23:00:00,Friday
Line T,0,2023-11-10 23:00:00,Friday
Line 1,0,2023-11-11 23:00:00,Saturday
Line 2,0,2023-11-11 23:00:00,Saturday
Line A,0,2023-11-11 23:00:00,Saturday
Line B,0,2023-11-11 23:00:00,Saturday
Line H,0,2023-11-11 23:00:00,Saturday
Line J,0,2023-11-11 23:00:00,Saturday
Line L,0,2023-11-11 23:00:00,Saturday
Line M,0,2023-11-11 23:00:00,Saturday
Line O,0,2023-11-11 23:00:00,Saturday
Line P,0,2023-11-11 23:00:00,Saturday
Line T,0,2023-11-11 23:00:00,Saturday
Line 1,0,2023-11-12 23:00:00,Sunday
Line 2,0,2023-11-12 23:00:00,Sunday
Line A,0,2023-11-12 23:00:00,Sunday
Line B,0,2023-11-12 23:00:00,Sunday
Line H,0,2023-11-12 23:00:00,Sunday
Line J,0,2023-11-12 23:00:00,Sunday
Line L,0,2023-11-12 23:00:00,Sunday
Line M,0,2023-11-12 23:00:00,Sunday
Line O,0,2023-11-12 23:00:00,Sunday
Line P,0,2023-11-12 23:00:00,Sunday
Line T,0,2023-11-12 23:00:00,Sunday
Line 1,0,2023-11-13 23:00:00,Monday
Line 2,0,2023-11-13 23:00:00,Monday
Line A,0,2023-11-13 23:00:00,Monday
Line B,0,2023-11-13 23:00:00,Monday
Line H,0,2023-11-13 23:00:00,Monday
Line J,0,2023-11-13 23:00:00,Monday
Line L,0,2023-11-13 23:00:00,Monday
Line M,0,2023-11-13 23:00:00,Monday
Line O,0,2023-11-13 23:00:00,Monday
Line P,0,2023-11-13 23:00:00,Monday
Line T,0,2023-11-13 23:00:00,Monday
Line 1,0,2023-11-14 23:00:00,Tuesday
Line 2,0,2023-11-14 23:00:00,Tuesday
Line A,0,2023-11-14 23:00:00,Tuesday
Line B,0,2023-11-14 23:00:00,Tuesday
Line H,0,2023-11-14 23:00:00,Tuesday
Line J,0,2023-11-14 23:00:00,Tuesday
Line M,0,2023-11-14 23:00:00,Tuesday
Line O,0,2023-11-14 23:00:00,Tuesday
Line P,0,2023-11-14 23:00:00,Tuesday
Line T,0,2023-11-14 23:00:00,Tuesday
Line 1,0,2023-11-15 23:00:00,Wednesday
Line 2,0,2023-11-15 23:00:00,Wednesday
Line A,0,2023-11-15 23:00:00,Wednesday
Line B,0,2023-11-15 23:00:00,Wednesday
Line H,0,2023-11-15 23:00:00,Wednesday
Line J,0,2023-11-15 23:00:00,Wednesday
Line K,0,2023-11-15 23:00:00,Wednesday
Line L,0,2023-11-15 23:00:00,Wednesday
Line M,0,2023-11-15 23:00:00,Wednesday
Line O,0,2023-11-15 23:00:00,Wednesday
Line P,0,2023-11-15 23:00:00,Wednesday
Line T,0,2023-11-15 23:00:00,Wednesday
Line 1,0,2023-11-16 23:00:00,Thursday
Line 2,0,2023-11-16 23:00:00,Thursday
Line A,0,2023-11-16 23:00:00,Thursday
Line B,0,2023-11-16 23:00:00,Thursday
Line H,0,2023-11-16 23:00:00,Thursday
Line J,0,2023-11-16 23:00:00,Thursday
Line K,0,2023-11-16 23:00:00,Thursday
Line L,0,2023-11-16 23:00:00,Thursday
Line M,0,2023-11-16 23:00:00,Thursday
Line O,0,2023-11-16 23:00:00,Thursday
Line P,0,2023-11-16 23:00:00,Thursday
Line T,0,2023-11-16 23:00:00,Thursday
Line 1,0,2023-11-17 23:00:00,Friday
Line 2,0,2023-11-17 23:00:00,Friday
Line A,0,2023-11-17 23:00:00,Friday
Line B,0,2023-11-17 23:00:00,Friday
Line H,0,2023-11-17 23:00:00,Friday
Line J,0,2023-11-17 23:00:00,Friday
Line K,0,2023-11-17 23:00:00,Friday
Line L,0,2023-11-17 23:00:00,Friday
Line M,0,2023-11-17 23:00:00,Friday
Line O,0,2023-11-17 23:00:00,Friday
Line P,0,2023-11-17 23:00:00,Friday
Line T,0,2023-11-17 23:00:00,Friday
Line 1,0,2023-11-18 23:00:00,Saturday
Line 2,0,2023-11-18 23:00:00,Saturday
Line A,0,2023-11-18 23:00:00,Saturday
Line B,0,2023-11-18 23:00:00,Saturday
Line H,0,2023-11-18 23:00:00,Saturday
Line J,0,2023-11-18 23:00:00,Saturday
Line K,0,2023-11-18 23:00:00,Saturday
Line L,0,2023-11-18 23:00:00,Saturday
Line M,0,2023-11-18 23:00:00,Saturday
Line O,0,2023-11-18 23:00:00,Saturday
Line P,0,2023-11-18 23:00:00,Saturday
Line T,0,2023-11-18 23:00:00,Saturday
Line 1,0,2023-11-19 23:00:00,Sunday
Line 2,0,2023-11-19 23:00:00,Sunday
Line A,0,2023-11-19 23:00:00,Sunday
Line B,0,2023-11-19 23:00:00,Sunday
Line H,0,2023-11-19 23:00:00,Sunday
Line J,0,2023-11-19 23:00:00,Sunday
Line K,0,2023-11-19 23:00:00,Sunday
Line L,0,2023-11-19 23:00:00,Sunday
Line M,0,2023-11-19 23:00:00,Sunday
Line O,0,2023-11-19 23:00:00,Sunday
Line P,0,2023-11-19 23:00:00,Sunday
Line T,0,2023-11-19 23:00:00,Sunday
Line 1,0,2023-11-20 23:00:00,Monday
Line 2,0,2023-11-20 23:00:00,Monday
Line A,0,2023-11-20 23:00:00,Monday
Line B,0,2023-11-20 23:00:00,Monday
Line H,0,2023-11-20 23:00:00,Monday
Line J,0,2023-11-20 23:00:00,Monday
Line K,0,2023-11-20 23:00:00,Monday
Line M,0,2023-11-20 23:00:00,Monday
Line O,0,2023-11-20 23:00:00,Monday
Line P,0,2023-11-20 23:00:00,Monday
Line T,0,2023-11-20 23:00:00,Monday
Line 1,0,2023-11-21 23:00:00,Tuesday
Line 2,0,2023-11-21 23:00:00,Tuesday
Line A,0,2023-11-21 23:00:00,Tuesday
Line B,0,2023-11-21 23:00:00,Tuesday
Line H,0,2023-11-21 23:00:00,Tuesday
Line J,0,2023-11-21 23:00:00,Tuesday
Line K,0,2023-11-21 23:00:00,Tuesday
Line L,0,2023-11-21 23:00:00,Tuesday
Line M,0,2023-11-21 23:00:00,Tuesday
Line O,0,2023-11-21 23:00:00,Tuesday
Line P,0,2023-11-21 23:00:00,Tuesday
Line T,0,2023-11-21 23:00:00,Tuesday
Line 1,0,2023-11-22 23:00:00,Wednesday
Line 2,0,2023-11-22 23:00:00,Wednesday
Line A,0,2023-11-22 23:00:00,Wednesday
Line B,0,2023-11-22 23:00:00,Wednesday
Line H,0,2023-11-22 23:00:00,Wednesday
Line J,0,2023-11-22 23:00:00,Wednesday
Line K,0,2023-11-22 23:00:00,Wednesday
Line L,0,2023-11-22 23:00:00,Wednesday
Line M,0,2023-11-22 23:00:00,Wednesday
Line O,0,2023-11-22 23:00:00,Wednesday
Line P,0,2023-11-22 23:00:00,Wednesday
Line T,0,2023-11-22 23:00:00,Wednesday
Line 1,0,2023-11-23 23:00:00,Thursday
Line 2,0,2023-11-23 23:00:00,Thursday
Line A,0,2023-11-23 23:00:00,Thursday
Line B,0,2023-11-23 23:00:00,Thursday
Line H,0,2023-11-23 23:00:00,Thursday
Line J,0,2023-11-23 23:00:00,Thursday
Line K,0,2023-11-23 23:00:00,Thursday
Line L,0,2023-11-23 23:00:00,Thursday
Line M,0,2023-11-23 23:00:00,Thursday
Line O,0,2023-11-23 23:00:00,Thursday
Line P,0,2023-11-23 23:00:00,Thursday
Line T,0,2023-11-23 23:00:00,Thursday
Line 1,0,2023-11-24 23:00:00,Friday
Line 2,0,2023-11-24 23:00:00,Friday
Line A,0,2023-11-24 23:00:00,Friday
Line B,0,2023-11-24 23:00:00,Friday
Line H,0,2023-11-24 23:00:00,Friday
Line J,0,2023-11-24 23:00:00,Friday
Line K,0,2023-11-24 23:00:00,Friday
Line L,0,2023-11-24 23:00:00,Friday
Line M,0,2023-11-24 23:00:00,Friday
Line O,0,2023-11-24 23:00:00,Friday
Line P,0,2023-11-24 23:00:00,Friday
Line T,0,2023-11-24 23:00:00,Friday
Line 1,0,2023-11-25 23:00:00,Saturday
Line 2,0,2023-11-25 23:00:00,Saturday
Line A,0,2023-11-25 23:00:00,Saturday
Line B,0,2023-11-25 23:00:00,Saturday
Line H,0,2023-11-25 23:00:00,Saturday
Line J,0,2023-11-25 23:00:00,Saturday
Line K,0,2023-11-25 23:00:00,Saturday
Line L,0,2023-11-25 23:00:00,Saturday
Line M,0,2023-11-25 23:00:00,Saturday
Line O,0,2023-11-25 23:00:00,Saturday
Line P,0,2023-11-25 23:00:00,Saturday
Line T,0,2023-11-25 23:00:00,Saturday
Line 1,0,2023-11-26 23:00:00,Sunday
Line 2,0,2023-11-26 23:00:00,Sunday
Line A,0,2023-11-26 23:00:00,Sunday
Line B,0,2023-11-26 23:00:00,Sunday
Line H,0,2023-11-26 23:00:00,Sunday
Line J,0,2023-11-26 23:00:00,Sunday
Line K,0,2023-11-26 23:00:00,Sunday
Line L,0,2023-11-26 23:00:00,Sunday
Line M,0,2023-11-26 23:00:00,Sunday
Line O,0,2023-11-26 23:00:00,Sunday
Line P,0,2023-11-26 23:00:00,Sunday
Line T,0,2023-11-26 23:00:00,Sunday
Line 1,0,2023-11-27 23:00:00,Monday
Line 2,0,2023-11-27 23:00:00,Monday
Line A,0,2023-11-27 23:00:00,Monday
Line B,0,2023-11-27 23:00:00,Monday
Line H,0,2023-11-27 23:00:00,Monday
Line J,0,2023-11-27 23:00:00,Monday
Line K,0,2023-11-27 23:00:00,Monday
Line M,0,2023-11-27 23:00:00,Monday
Line O,0,2023-11-27 23:00:00,Monday
Line P,0,2023-11-27 23:00:00,Monday
Line T,0,2023-11-27 23:00:00,Monday
Line 1,0,2023-11-28 23:00:00,Tuesday
Line 2,0,2023-11-28 23:00:00,Tuesday
Line A,0,2023-11-28 23:00:00,Tuesday
Line B,0,2023-11-28 23:00:00,Tuesday
Line H,0,2023-11-28 23:00:00,Tuesday
Line J,0,2023-11-28 23:00:00,Tuesday
Line K,0,2023-11-28 23:00:00,Tuesday
Line L,0,2023-11-28 23:00:00,Tuesday
Line M,0,2023-11-28 23:00:00,Tuesday
Line O,0,2023-11-28 23:00:00,Tuesday
Line P,0,2023-11-28 23:00:00,Tuesday
Line T,0,2023-11-28 23:00:00,Tuesday
Line 1,0,2023-11-29 23:00:00,Wednesday
Line 2,0,2023-11-29 23:00:00,Wednesday
Line A,0,2023-11-29 23:00:00,Wednesday
Line B,0,2023-11-29 23:00:00,Wednesday
Line H,0,2023-11-29 23:00:00,Wednesday
Line J,0,2023-11-29 23:00:00,Wednesday
Line K,0,2023-11-29 23:00:00,Wednesday
Line L,0,2023-11-29 23:00:00,Wednesday
Line M,0,2023-11-29 23:00:00,Wednesday
Line O,0,2023-11-29 23:00:00,Wednesday
Line P,0,2023-11-29 23:00:00,Wednesday
Line T,0,2023-11-29 23:00:00,Wednesday
Line 1,0,2023-11-30 23:00:00,Thursday
Line 2,0,2023-11-30 23:00:00,Thursday
Line A,0,2023-11-30 23:00:00,Thursday
Line B,0,2023-11-30 23:00:00,Thursday
Line H,0,2023-11-30 23:00:00,Thursday
Line J,0,2023-11-30 23:00:00,Thursday
Line K,0,2023-11-30 23:00:00,Thursday
Line L,0,2023-11-30 23:00:00,Thursday
Line M,0,2023-11-30 23:00:00,Thursday
Line O,0,2023-11-30 23:00:00,Thursday
Line P,0,2023-11-30 23:00:00,Thursday
Line T,0,2023-11-30 23:00:00,Thursday
Line 1,0,2023-12-01 23:00:00,Friday
Line 2,0,2023-12-01 23:00:00,Friday
Line A,0,2023-12-01 23:00:00,Friday
Line B,0,2023-12-01 23:00:00,Friday
Line H,0,2023-12-01 23:00:00,Friday
Line J,0,2023-12-01 23:00:00,Friday
Line K,0,2023-12-01 23:00:00,Friday
Line L,0,2023-12-01 23:00:00,Friday
Line M,0,2023-12-01 23:00:00,Friday
Line O,0,2023-12-01 23:00:00,Friday
Line P,0,2023-12-01 23:00:00,Friday
Line T,0,2023-12-01 23:00:00,Friday
Line 1,0,2023-12-02 23:00:00,Saturday
Line 2,0,2023-12-02 23:00:00,Saturday
Line A,0,2023-12-02 23:00:00,Saturday
Line B,0,2023-12-02 23:00:00,Saturday
Line H,0,2023-12-02 23:00:00,Saturday
Line J,0,2023-12-02 23:00:00,Saturday
Line K,0,2023-12-02 23:00:00,Saturday
Line L,0,2023-12-02 23:00:00,Saturday
Line M,0,2023-12-02 23:00:00,Saturday
Line O,0,2023-12-02 23:00:00,Saturday
Line P,0,2023-12-02 23:00:00,Saturday
Line T,0,2023-12-02 23:00:00,Saturday
Line 1,0,2023-12-03 23:00:00,Sunday
Line 2,0,2023-12-03 23:00:00,Sunday
Line A,0,2023-12-03 23:00:00,Sunday
Line B,0,2023-12-03 23:00:00,Sunday
Line H,0,2023-12-03 23:00:00,Sunday
Line J,0,2023-12-03 23:00:00,Sunday
Line K,0,2023-12-03 23:00:00,Sunday
Line L,0,2023-12-03 23:00:00,Sunday
Line M,0,2023-12-03 23:00:00,Sunday
Line O,0,2023-12-03 23:00:00,Sunday
Line P,0,2023-12-03 23:00:00,Sunday
Line T,0,2023-12-03 23:00:00,Sunday
Line 1,0,2023-12-04 23:00:00,Monday
Line 2,0,2023-12-04 23:00:00,Monday
Line A,0,2023-12-04 23:00:00,Monday
Line B,0,2023-12-04 23:00:00,Monday
Line H,0,2023-12-04 23:00:00,Monday
Line J,0,2023-12-04 23:00:00,Monday
Line K,0,2023-12-04 23:00:00,Monday
Line M,0,2023-12-04 23:00:00,Monday
Line O,0,2023-12-04 23:00:00,Monday
Line P,0,2023-12-04 23:00:00,Monday
Line T,0,2023-12-04 23:00:00,Monday
Line 1,0,2023-12-05 23:00:00,Tuesday
Line 2,0,2023-12-05 23:00:00,Tuesday
Line A,0,2023-12-05 23:00:00,Tuesday
Line B,0,2023-12-05 23:00:00,Tuesday
Line H,0,2023-12-05 23:00:00,Tuesday
Line J,0,2023-12-05 23:00:00,Tuesday
Line K,0,2023-12-05 23:00:00,Tuesday
Line L,0,2023-12-05 23:00:00,Tuesday
Line M,0,2023-12-05 23:00:00,Tuesday
Line O,0,2023-12-05 23:00:00,Tuesday
Line P,0,2023-12-05 23:00:00,Tuesday
Line T,0,2023-12-05 23:00:00,Tuesday
Line 1,0,2023-12-06 23:00:00,Wednesday
Line 2,0,2023-12-06 23:00:00,Wednesday
Line A,0,2023-12-06 23:00:00,Wednesday
Line B,0,2023-12-06 23:00:00,Wednesday
Line H,0,2023-12-06 23:00:00,Wednesday
Line J,0,2023-12-06 23:00:00,Wednesday
Line K,0,2023-12-06 23:00:00,Wednesday
Line L,0,2023-12-06 23:00:00,Wednesday
Line M,0,2023-12-06 23:00:00,Wednesday
Line O,0,2023-12-06 23:00:00,Wednesday
Line P,0,2023-12-06 23:00:00,Wednesday
Line T,0,2023-12-06 23:00:00,Wednesday
Line 1,0,2023-12-07 23:00:00,Thursday
Line 2,0,2023-12-07 23:00:00,Thursday
Line A,0,2023-12-07 23:00:00,Thursday
Line B,0,2023-12-07 23:00:00,Thursday
Line H,0,2023-12-07 23:00:00,Thursday
Line J,0,2023-12-07 23:00:00,Thursday
Line K,0,2023-12-07 23:00:00,Thursday
Line L,0,2023-12-07 23:00:00,Thursday
Line M,0,2023-12-07 23:00:00,Thursday
Line O,0,2023-12-07 23:00:00,Thursday
Line P,0,2023-12-07 23:00:00,Thursday
Line T,0,2023-12-07 23:00:00,Thursday
Line 1,0,2023-12-08 23:00:00,Friday
Line 2,0,2023-12-08 23:00:00,Friday
Line A,0,2023-12-08 23:00:00,Friday
Line B,0,2023-12-08 23:00:00,Friday
Line H,0,2023-12-08 23:00:00,Friday
Line J,0,2023-12-08 23:00:00,Friday
Line K,0,2023-12-08 23:00:00,Friday
Line L,0,2023-12-08 23:00:00,Friday
Line M,0,2023-12-08 23:00:00,Friday
Line O,0,2023-12-08 23:00:00,Friday
Line P,0,2023-12-08 23:00:00,Friday
Line T,0,2023-12-08 23:00:00,Friday
Line 1,0,2023-12-09 23:00:00,Saturday
Line 2,0,2023-12-09 23:00:00,Saturday
Line A,0,2023-12-09 23:00:00,Saturday
Line B,0,2023-12-09 23:00:00,Saturday
Line H,0,2023-12-09 23:00:00,Saturday
Line J,0,2023-12-09 23:00:00,Saturday
Line K,0,2023-12-09 23:00:00,Saturday
Line L,0,2023-12-09 23:00:00,Saturday
Line M,0,2023-12-09 23:00:00,Saturday
Line O,0,2023-12-09 23:00:00,Saturday
Line P,0,2023-12-09 23:00:00,Saturday
Line T,0,2023-12-09 23:00:00,Saturday
Line 1,0,2023-12-10 23:00:00,Sunday
Line 2,0,2023-12-10 23:00:00,Sunday
Line A,0,2023-12-10 23:00:00,Sunday
Line B,0,2023-12-10 23:00:00,Sunday
Line H,0,2023-12-10 23:00:00,Sunday
Line J,0,2023-12-10 23:00:00,Sunday
Line K,0,2023-12-10 23:00:00,Sunday
Line L,0,2023-12-10 23:00:00,Sunday
Line M,0,2023-12-10 23:00:00,Sunday
Line O,0,2023-12-10 23:00:00,Sunday
Line P,0,2023-12-10 23:00:00,Sunday
Line T,0,2023-12-10 23:00:00,Sunday
Line 1,0,2023-12-11 23:00:00,Monday
Line 2,0,2023-12-11 23:00:00,Monday
Line A,0,2023-12-11 23:00:00,Monday
Line B,0,2023-12-11 23:00:00,Monday
Line H,0,2023-12-11 23:00:00,Monday
Line J,0,2023-12-11 23:00:00,Monday
Line K,0,2023-12-11 23:00:00,Monday
Line M,0,2023-12-11 23:00:00,Monday
Line O,0,2023-12-11 23:00:00,Monday
Line P,0,2023-12-11 23:00:00,Monday
Line T,0,2023-12-11 23:00:00,Monday
Line 1,0,2023-12-12 23:00:00,Tuesday
Line 2,0,2023-12-12 23:00:00,Tuesday
Line A,0,2023-12-12 23:00:00,Tuesday
Line B,0,2023-12-12 23:00:00,Tuesday
Line H,0,2023-12-12 23:00:00,Tuesday
Line J,0,2023-12-12 23:00:00,Tuesday
Line K,0,2023-12-12 23:00:00,Tuesday
Line L,0,2023-12-12 23:00:00,Tuesday
Line M,0,2023-12-12 23:00:00,Tuesday
Line O,0,2023-12-12 23:00:00,Tuesday
Line P,0,2023-12-12 23:00:00,Tuesday
Line T,0,2023-12-12 23:00:00,Tuesday
Line 1,0,2023-12-13 23:00:00,Wednesday
Line 2,0,2023-12-13 23:00:00,Wednesday
Line A,0,2023-12-13 23:00:00,Wednesday
Line B,0,2023-12-13 23:00:00,Wednesday
Line H,0,2023-12-13 23:00:00,Wednesday
Line J,0,2023-12-13 23:00:00,Wednesday
Line K,0,2023-12-13 23:00:00,Wednesday
Line L,0,2023-12-13 23:00:00,Wednesday
Line M,0,2023-12-13 23:00:00,Wednesday
Line O,0,2023-12-13 23:00:00,Wednesday
Line P,0,2023-12-13 23:00:00,Wednesday
Line T,0,2023-12-13 23:00:00,Wednesday
Line 1,0,2023-12-14 23:00:00,Thursday
Line 2,0,2023-12-14 23:00:00,Thursday
Line A,0,2023-12-14 23:00:00,Thursday
Line B,0,2023-12-14 23:00:00,Thursday
Line H,0,2023-12-14 23:00:00,Thursday
Line J,0,2023-12-14 23:00:00,Thursday
Line K,0,2023-12-14 23:00:00,Thursday
Line L,0,2023-12-14 23:00:00,Thursday
Line M,0,2023-12-14 23:00:00,Thursday
Line O,0,2023-12-14 23:00:00,Thursday
Line P,0,2023-12-14 23:00:00,Thursday
Line T,0,2023-12-14 23:00:00,Thursday
Line 1,0,2023-12-15 23:00:00,Friday
Line 2,0,2023-12-15 23:00:00,Friday
Line A,0,2023-12-15 23:00:00,Friday
Line B,0,2023-12-15 23:00:00,Friday
Line H,0,2023-12-15 23:00:00,Friday
Line J,0,2023-12-15 23:00:00,Friday
Line K,0,2023-12-15 23:00:00,Friday
Line L,0,2023-12-15 23:00:00,Friday
Line M,0,2023-12-15 23:00:00,Friday
Line O,0,2023-12-15 23:00:00,Friday
Line P,0,2023-12-15 23:00:00,Friday
Line T,0,2023-12-15 23:00:00,Friday
Line 1,0,2023-12-16 23:00:00,Saturday
Line 2,0,2023-12-16 23:00:00,Saturday
Line A,0,2023-12-16 23:00:00,Saturday
Line B,0,2023-12-16 23:00:00,Saturday
Line H,0,2023-12-16 23:00:00,Saturday
Line J,0,2023-12-16 23:00:00,Saturday
Line K,0,2023-12-16 23:00:00,Saturday
Line L,0,2023-12-16 23:00:00,Saturday
Line M,0,2023-12-16 23:00:00,Saturday
Line O,0,2023-12-16 23:00:00,Saturday
Line P,0,2023-12-16 23:00:00,Saturday
Line T,0,2023-12-16 23:00:00,Saturday
Line 1,0,2023-12-17 23:00:00,Sunday
Line 2,0,2023-12-17 23:00:00,Sunday
Line A,0,2023-12-17 23:00:00,Sunday
Line B,0,2023-12-17 23:00:00,Sunday
Line H,0,2023-12-17 23:00:00,Sunday
Line J,0,2023-12-17 23:00:00,Sunday
Line K,0,2023-12-17 23:00:00,Sunday
Line L,0,2023-12-17 23:00:00,Sunday
Line M,0,2023-12-17 23:00:00,Sunday
Line O,0,2023-12-17 23:00:00,Sunday
Line P,0,2023-12-17 23:00:00,Sunday
Line T,0,2023-12-17 23:00:00,Sunday
Line 1,0,2023-12-18 23:00:00,Monday
Line 2,0,2023-12-18 23:00:00,Monday
Line A,0,2023-12-18 23:00:00,Monday
Line B,0,2023-12-18 23:00:00,Monday
Line H,0,2023-12-18 23:00:00,Monday
Line J,0,2023-12-18 23:00:00,Monday
Line K,0,2023-12-18 23:00:00,Monday
Line M,0,2023-12-18 23:00:00,Monday
Line O,0,2023-12-18 23:00:00,Monday
Line P,0,2023-12-18 23:00:00,Monday
Line T,0,2023-12-18 23:00:00,Monday
Line 1,0,2023-12-19 23:00:00,Tuesday
Line 2,0,2023-12-19 23:00:00,Tuesday
Line A,0,2023-12-19 23:00:00,Tuesday
Line B,0,2023-12-19 23:00:00,Tuesday
Line H,0,2023-12-19 23:00:00,Tuesday
Line J,0,2023-12-19 23:00:00,Tuesday
Line K,0,2023-12-19 23:00:00,Tuesday
Line L,0,2023-12-19 23:00:00,Tuesday
Line M,0,2023-12-19 23:00:00,Tuesday
Line O,0,2023-12-19 23:00:00,Tuesday
Line P,0,2023-12-19 23:00:00,Tuesday
Line T,0,2023-12-19 23:00:00,Tuesday
Line 1,0,2023-12-20 23:00:00,Wednesday
Line 2,0,2023-12-20 23:00:00,Wednesday
Line A,0,2023-12-20 23:00:00,Wednesday
Line B,0,2023-12-20 23:00:00,Wednesday
Line H,0,2023-12-20 23:00:00,Wednesday
Line J,0,2023-12-20 23:00:00,Wednesday
Line K,0,2023-12-20 23:00:00,Wednesday
Line L,0,2023-12-20 23:00:00,Wednesday
Line M,0,2023-12-20 23:00:00,Wednesday
Line O,0,2023-12-20 23:00:00,Wednesday
Line P,0,2023-12-20 23:00:00,Wednesday
Line T,0,2023-12-20 23:00:00,Wednesday
Line 1,0,2023-12-21 23:00:00,Thursday
Line 2,0,2023-12-21 23:00:00,Thursday
Line A,0,2023-12-21 23:00:00,Thursday
Line B,0,2023-12-21 23:00:00,Thursday
Line H,0,2023-12-21 23:00:00,Thursday
Line J,0,2023-12-21 23:00:00,Thursday
Line K,0,2023-12-21 23:00:00,Thursday
Line L,0,2023-12-21 23:00:00,Thursday
Line M,0,2023-12-21 23:00:00,Thursday
Line O,0,2023-12-21 23:00:00,Thursday
Line P,0,2023-12-21 23:00:00,Thursday
Line T,0,2023-12-21 23:00:00,Thursday
Line 1,0,2023-12-22 23:00:00,Friday
Line 2,0,2023-12-22 23:00:00,Friday
Line A,0,2023-12-22 23:00:00,Friday
Line B,0,2023-12-22 23:00:00,Friday
Line H,0,2023-12-22 23:00:00,Friday
Line J,0,2023-12-22 23:00:00,Friday
Line K,0,2023-12-22 23:00:00,Friday
Line L,0,2023-12-22 23:00:00,Friday
Line M,0,2023-12-22 23:00:00,Friday
Line O,0,2023-12-22 23:00:00,Friday
Line P,0,2023-12-22 23:00:00,Friday
Line T,0,2023-12-22 23:00:00,Friday
Line 1,0,2023-12-23 23:00:00,Saturday
Line 2,0,2023-12-23 23:00:00,Saturday
Line A,0,2023-12-23 23:00:00,Saturday
Line B,0,2023-12-23 23:00:00,Saturday
Line H,0,2023-12-23 23:00:00,Saturday
Line J,0,2023-12-23 23:00:00,Saturday
Line K,0,2023-12-23 23:00:00,Saturday
Line L,0,2023-12-23 23:00:00,Saturday
Line M,0,2023-12-23 23:00:00,Saturday
Line O,0,2023-12-23 23:00:00,Saturday
Line P,0,2023-12-23 23:00:00,Saturday
Line T,0,2023-12-23 23:00:00,Saturday
Line 1,0,2023-12-24 23:00:00,Sunday
Line 2,0,2023-12-24 23:00:00,Sunday
Line A,0,2023-12-24 23:00:00,Sunday
Line B,0,2023-12-24 23:00:00,Sunday
Line H,0,2023-12-24 23:00:00,Sunday
Line J,0,2023-12-24 23:00:00,Sunday
Line K,0,2023-12-24 23:00:00,Sunday
